ID	LICENSE ID	ACCOUNT NUMBER	SITE NUMBER	LEGAL NAME	DOING BUSINESS AS NAME	ADDRESS	CITY	STATE	ZIP CODE	WARD	PRECINCT	WARD PRECINCT	POLICE DISTRICT	LICENSE CODE	LICENSE DESCRIPTION	BUSINESS ACTIVITY ID	BUSINESS ACTIVITY	LICENSE NUMBER	APPLICATION TYPE	APPLICATION CREATED DATE	APPLICATION REQUIREMENTS COMPLETE	PAYMENT DATE	CONDITIONAL APPROVAL	LICENSE TERM START DATE	LICENSE TERM EXPIRATION DATE	LICENSE APPROVED FOR ISSUANCE	DATE ISSUED	LICENSE STATUS	LICENSE STATUS CHANGE DATE	SSA	LATITUDE	LONGITUDE	LOCATION
1620573-20050922	1620573	294997	1	COFFEE SLASTICARNA DRINA, INC.	COFFEE SLASTICARNA DRINA, INC.	2501 W LAWRENCE AVE 1ST	CHICAGO	IL	60625	40	40	40-40	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1620573	ISSUE	08/15/2005	08/15/2005	08/15/2005	N	09/22/2005	11/15/2005	09/21/2005	09/22/2005	AAI		21	41.96848269	-87.691408906	(41.96848268957195, -87.6914089058082)
1771749-20100416	2020140	312373	1	ZINA INC.	DUNKIN DONUTS	125 S CLARK ST	CHICAGO	IL	60603	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1771749	RENEW		02/11/2010	04/02/2010	N	04/16/2010	04/15/2012	04/02/2010	04/05/2010	AAI			41.879988513	-87.630688841	(41.87998851304621, -87.63068884103124)
1574657-20140916	2345160	286760	1	POLK TRANSIT FOOD SERVICES	DUNKIN DONUTS	1713 W POLK ST	CHICAGO	IL	60612	27	42	27-42	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1574657	RENEW		07/15/2014	09/05/2014	N	09/16/2014	09/15/2016	09/05/2014	09/09/2014	AAI			41.871466924	-87.66973629	(41.87146692435432, -87.66973628969465)
23079-20030516	1349069	63414	33	STARBUCKS CORPORATION	STARBUCKS COFFEE #282	555 S DEARBORN ST  1ST	CHICAGO	IL	60605	4	49	4-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23079	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.874662881	-87.629065289	(41.874662880779674, -87.62906528869487)
1299359-20130316	2226222	23910	1	WHITEHALL HOTEL RESTAURANT INC	TEA ROOM	105 -111 E DELAWARE PL	CHICAGO	IL	60611	42	61	42-61	18	1481	Caterer's Liquor License	630	Catering of Liquor To Events	1299359	RENEW		01/17/2013	05/22/2013	N	03/16/2013	03/15/2015	05/22/2013	05/31/2013	AAI			41.89907578	-87.625809524	(41.89907578039763, -87.62580952351014)
1193603-20060216	1652844	14317	3	LONGO & SIEFER INC	COFFEE & TEA EXCHANGE	4880 W GRAND AVE	CHICAGO	IL	60639	36	40	36-40	25	1007	Wholesale Food Establishment	864	Wholesale Food Sales	1193603	RENEW		12/21/2005	02/07/2006	N	02/16/2006	02/15/2007	02/07/2006	02/23/2006	AAI			41.915176904	-87.748872621	(41.91517690434849, -87.74887262050878)
32957-20080916	1917083	14617	1	WORLD'S FINEST	DUNKIN' DONUTS	100 W RANDOLPH ST  ATRIU	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	32957	RENEW		07/15/2008	08/18/2008	N	09/16/2008	09/15/2010	08/18/2008	08/19/2008	AAI			41.884586267	-87.631010446	(41.88458626715456, -87.63101044588599)
1517455-20150916	2415043	279972	2	MERCHANT-DONUTS- INC	DUNKIN DONUTS	4645-49 N WESTERN AVE	CHICAGO	IL	60625	47	42	47-42	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1517455	RENEW		07/15/2015	08/05/2015	N	09/16/2015	09/15/2017	08/05/2015	08/06/2015	AAI		21	41.966148354	-87.688683166	(41.96614835369702, -87.68868316577145)
23067-20030516	1349062	63414	29	STARBUCKS CORPORATION	STARBUCKS COFFEE #2252	4159 W PETERSON AVE 1ST	CHICAGO	IL	60646	39	4	39-4	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23067	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.989964243	-87.73351986	(41.98996424302767, -87.73351985966113)
27384-20030216	1308023	11297	1	EXECUTIVE COFFEE SERVICE INC	EXECUTIVE COFFEE SERVICE INC	9750 W ALLEN  1ST	ROSEMONT	IL	60018					1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	27384	RENEW		12/17/2002	02/14/2003	N	02/16/2003	02/15/2004	03/12/2003	03/12/2003	AAI					
81774-20070216	1783992	68006	4	CLARK/DIVISION FINEST COFFEE I	DUNKIN DONUTS	101 W DIVISION ST 1ST	CHICAGO	IL	60610	27	26	27-26	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	81774	RENEW		12/20/2006	01/18/2007	N	02/16/2007	02/15/2008	01/18/2007	01/19/2007	AAI			41.90378983	-87.631515429	(41.90378983001293, -87.63151542935856)
33337-20110716	2095762	63878	8	THE UNIVERSITY OF CHICAGO	DIVINITY SCHOOL COFFEE SHOP	1025 E 58TH ST 1ST	CHICAGO	IL	60637	5	27	5-27	2	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	33337	RENEW		05/16/2011	07/06/2011	N	07/16/2011	07/15/2013	07/06/2011	07/11/2011	AAI			41.789423469	-87.600059532	(41.789423468509305, -87.60005953245002)
2256678-20131216	2292767	368119	4	AFTER HOURS PIZZA, LLC	BEAVERS COFFEE & DONUTS	131 N CLINTON ST 1ST 24	CHICAGO	IL	60661	42	21	42-21	1	4405	Mobile Food License	734	Preparation and Sale of Food From a Mobile Food Truck	2256678	RENEW		10/15/2013	03/03/2014	N	12/16/2013	12/15/2015	04/11/2014	04/14/2014	AAI			41.884187507	-87.641119667	(41.884187507127805, -87.64111966683218)
1249521-20030516	1349148	63414	90	STARBUCKS CORPORATION	Starbuck's Coffee #2568	4365 W IRVING PARK RD	CHICAGO	IL	60641	45	20	45-20	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1249521	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	06/18/2003	06/19/2003	AAI			41.953420907	-87.737996905	(41.9534209071039, -87.73799690512112)
23110-20150416	2381410	63414	47	STARBUCKS CORPORATION	STARBUCKS COFFEE #2335	3845 N BROADWAY   MAIN	CHICAGO	IL	60613	46	5	46-5	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23110	RENEW		02/15/2015	03/16/2015	N	04/16/2015	04/15/2017	03/16/2015	03/18/2015	AAI					
1909364-20131016	2282040	332232	1	NRN 69 PULASKI INC.	DUNKIN DONUTS/BASKIN ROBBINS	6925 S PULASKI RD 1ST	CHICAGO	IL	60629	13	41	13-41	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1909364	RENEW		08/15/2013	10/03/2013	N	10/16/2013	10/15/2015	10/03/2013	10/04/2013	AAI		3	41.766871449	-87.722316839	(41.766871449399645, -87.72231683922517)
1798368-20070228	1798368	313080	1	FLAMIN' HOT, INC.	KING COFFEE HOUSE & GRILL	6321 S HALSTED ST	CHICAGO	IL	60621	20	13	20-13	7	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1798368	ISSUE	01/03/2007	01/08/2007	01/08/2007	N	02/28/2007	10/15/2008	02/27/2007	02/28/2007	AAI			41.779095341	-87.644624393	(41.779095340968176, -87.6446243933529)
78136-20130816	2265095	23007	1	BROADWAY ST. DONUTS, INC.	DUNKIN DONUTS	6332 N BROADWAY   1ST	CHICAGO	IL	60660	48	3	48-3	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	78136	RENEW		06/15/2013	07/09/2013	N	08/16/2013	08/15/2015	07/09/2013	07/10/2013	AAI		26	41.997361956	-87.660633043	(41.99736195587988, -87.6606330429187)
86-20051116	1634085	66022	2	Cosi, Inc.	XANDO COFFEE & BAR / COSI SANDWICH BAR	55 E GRAND AVE 1ST	CHICAGO	IL	60611	42	22	42-22	18	1475	Consumption on Premises - Incidental Activity	638	Consumption of Liquor on Premises	86	RENEW		09/22/2005	10/31/2005	N	11/16/2005	11/15/2006	04/18/2006	04/24/2006	AAI			41.891590741	-87.625867137	(41.891590741083505, -87.62586713724458)
2219965-20130130	2219965	368119	4	AFTER HOURS PIZZA, LLC	BEAVERS COFFEE & DONUTS	131 N CLINTON ST 1ST 24	CHICAGO	IL	60661	42	21	42-21	1	1006	Retail Food Establishment	782	Sale of Food Prepared Onsite Without Dining Area	2219965	ISSUE	01/02/2013	01/04/2013	01/23/2013	N	01/30/2013	12/15/2013	01/30/2013	01/30/2013	AAI			41.884187507	-87.641119667	(41.884187507127805, -87.64111966683218)
23124-20090416	1956403	63414	54	STARBUCKS CORPORATION	STARBUCKS COFFEE #2378	4553 -4557 N LINCOLN AVE  1ST	CHICAGO	IL	60625	47	45	47-45	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23124	RENEW		02/17/2009	03/24/2009	N	04/16/2009	04/15/2011	03/24/2009	03/25/2009	AAI		21	41.964622923	-87.685770718	(41.964622923210825, -87.68577071779451)
23128-20030516	1349115	63414	56	STARBUCKS CORPORATION	STARBUCKS COFFEE #2401	750 N FRANKLIN ST  1	CHICAGO	IL	60610	42	68	42-68	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23128	RENEW		03/25/2003	05/15/2003	N	05/16/2003	05/15/2004	05/15/2003	05/15/2003	AAI			41.896317588	-87.635840254	(41.89631758778245, -87.63584025366825)
46107-20020216	1200831	16623	1	COFFEE EXPRESSION GROUP	COFFEE EXPRESSIONS	100 W OAK ST 1ST	CHICAGO	IL	60610	2	20	2-20	18	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	46107	RENEW		12/20/2001	02/07/2002	N	02/16/2002	02/15/2003	06/10/2002	07/30/2002	AAI			41.900661339	-87.631427622	(41.900661338588364, -87.63142762199614)
1195116-20020403	1195116	220685	1	KENNETH IRVING ROBINSON	GRASSHOPPER COFFEE BAR	935 N DAMEN AVE	CHICAGO	IL	60622	2	11	2-11	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1195116	ISSUE	11/08/2001	11/08/2001	11/08/2001	N	04/03/2002	11/15/2002	04/03/2002	04/04/2002	AAI			41.898809805	-87.676987817	(41.89880980456583, -87.67698781654607)
53891-20040516	1482457	17887	1	SILVER FOODS INC	DUNKIN DONUTS	77 W JACKSON BLVD	CHICAGO	IL	60604	4	49	4-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	53891	RENEW		03/17/2004	04/12/2004	N	05/16/2004	05/15/2005	04/13/2004	04/14/2004	AAI			41.878041004	-87.630493449	(41.87804100375637, -87.63049344911161)
1488341-20040426	1488341	274622	1	KATE & MAJ INC.	DUNKIN DONUTS BASKIN ROBBINS	6001 W ADDISON ST	CHICAGO	IL	60634	36	27	36-27	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1488341	ISSUE	03/22/2004	03/22/2004	03/22/2004	N	04/26/2004	11/15/2004	04/23/2004	04/26/2004	AAI			41.945660174	-87.776622418	(41.94566017437513, -87.77662241773426)
1873482-20130416	2236458	63414	134	STARBUCKS CORPORATION	STARBUCKS COFFEE #14433	946 W RANDOLPH ST 1	CHICAGO	IL	60607	27	57	27-57	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1873482	RENEW		02/27/2013	03/20/2013	N	04/16/2013	04/15/2015	03/20/2013	03/21/2013	AAI			41.884445042	-87.651612251	(41.8844450417447, -87.65161225136787)
1675002-20060216	1676254	299244	1	NAGLE DONUTS INC.	DUNKIN DONUTS/BASKIN ROBIN	5205 N NAGLE AVE	CHICAGO	IL	60630	45	21	45-21	16	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1675002	RENEW		01/12/2006	03/23/2006	N	02/16/2006	02/15/2007	03/23/2006	03/24/2006	AAI			41.975911065	-87.78772272	(41.97591106463358, -87.78772272010706)
1846557-20110116	2067882	321683	1	BRONZEVILLE COFFEE AND TEA, INC.	BRONZEVILLE COFFEE AND TEA, INC.	528 E 43RD ST 1	CHICAGO	IL	60653	4	18	4-18	2	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1846557	RENEW		11/15/2010	01/14/2011	N	01/16/2011	01/15/2013	01/14/2011	02/14/2011	AAI			41.816815018	-87.612923081	(41.816815018289546, -87.61292308115752)
77587-20120916	2173139	22862	1	RUBY FOODS INC	DUNKIN DONUTS BASKIN ROBBINS	229 W JACKSON BLVD	CHICAGO	IL	60606	42	49	42-49	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	77587	RENEW		07/16/2012	07/27/2012	N	09/16/2012	09/15/2014	07/27/2012	12/27/2013	AAI			41.878000226	-87.634575017	(41.8780002263814, -87.63457501689527)
1446432-20091116	1994817	217214	2	THOMAS MANAGEMENT ASSOCIATE	DUNKIN DONUTS & BASKIN ROBINS	3977 W COLUMBUS AVE	CHICAGO	IL	60652	18	36	18-36	8	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1446432	RENEW		09/15/2009	11/02/2009	N	11/16/2009	11/15/2011	11/02/2009	11/03/2009	AAI			41.735852236	-87.720945711	(41.73585223621957, -87.72094571100703)
1954184-20160616	2461432	340672	1	KARDO 5, INC.	DUNKIN DONUTS	3949 N BROADWAY  1ST	CHICAGO	IL	60613	46	5	46-5	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1954184	RENEW		04/15/2016	06/10/2016	N	06/16/2016	06/15/2018	06/10/2016	06/13/2016	AAI		18	41.954210678	-87.650148298	(41.954210678104815, -87.65014829844601)
1166663-20030816	1374127	216828	1	NEW CHINATOWN BAKERY & COFFEE SHOP INC	NEW CHINATOWN BAKERY & COFFEE SHOP	1019 1/2 W ARGYLE ST	CHICAGO	IL	60640	48	40	48-40	20	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	1166663	RENEW		06/24/2003	08/01/2003	N	08/16/2003	08/15/2004	08/01/2003	08/04/2003	AAI		34	41.973190362	-87.655752955	(41.97319036182206, -87.65575295517391)
1195640-20071116	1859936	220853	1	NANCY Y YOUEL	NANCY,S RAINBOW & DONUTS	3204 W LAWRENCE AVE	CHICAGO	IL	60625	33	22	33-22	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1195640	RENEW		09/21/2007	11/14/2007	N	11/16/2007	09/15/2009	11/14/2007	11/15/2007	AAI		60	41.968557343	-87.708705603	(41.96855734291342, -87.70870560337353)
33337-20150716	2400205	63878	8	THE UNIVERSITY OF CHICAGO	DIVINITY SCHOOL COFFEE SHOP	1025 E 58TH ST 1ST	CHICAGO	IL	60637	5	27	5-27	2	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	33337	RENEW		05/15/2015	07/30/2015	N	07/16/2015	07/15/2017	07/13/2015	07/31/2015	AAI			41.789423469	-87.600059532	(41.789423468509305, -87.60005953245002)
23021-20040516	1485057	63414	7	STARBUCKS CORPORATION	STARBUCKS COFFEE #213	111 W WASHINGTON ST 1ST	CHICAGO	IL	60602	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23021	RENEW		03/17/2004	05/06/2004	N	05/16/2004	05/15/2005	05/06/2004	05/07/2004	AAI			41.883100962	-87.631263221	(41.88310096249641, -87.63126322078455)
1518235-20040908	1518235	280755	1	WESTERN L INC.	DUNKIN DONUTS	1909-11 N WESTERN AVE	CHICAGO	IL	60647	32	31	32-31	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1518235	ISSUE	08/24/2004	08/24/2004	08/24/2004	N	09/08/2004	11/15/2004	09/07/2004	09/08/2004	AAI		33	41.916062651	-87.687225778	(41.91606265136855, -87.687225777567)
1947810-20100916	2047695	339674	1	WESTERN DONUT, INC.	DUNKIN DONUTS	101 N WESTERN AVE 1ST	CHICAGO	IL	60612	27	52	27-52	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1947810	RENEW		07/15/2010	09/07/2010	N	09/16/2010	09/15/2012	09/07/2010	09/08/2010	AAI			41.883040604	-87.686338746	(41.883040604417964, -87.68633874560294)
1767598-20110416	2081369	63414	121	STARBUCKS CORPORATION	STARBUCKS COFFEE #9757	1101 S CANAL ST  100	CHICAGO	IL	60607	25	28	25-28	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1767598	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAI			41.868889711	-87.639098928	(41.86888971111206, -87.63909892808796)
35692-20031116	1419234	86130	2	AMRIT INC	DUNKIN DONUTS	5723 N CALIFORNIA AVE	CHICAGO	IL	60659	40	2	40-2	20	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	35692	RENEW		09/26/2003	11/06/2003	N	11/16/2003	02/15/2004	11/06/2003	11/07/2003	AAI			41.985717587	-87.69909643	(41.98571758747685, -87.69909642963309)
3787-20150916	2412764	3032	1	OLD FASHIONED DONUTS INC	OLD FASHIONED DONUTS INC	11248 S MICHIGAN AVE	CHICAGO	IL	60628	9	43	9-43	5	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	3787	RENEW		07/15/2015	08/10/2015	N	09/16/2015	09/15/2017	08/10/2015	08/11/2015	AAI		40	41.689341572	-87.621156359	(41.68934157174847, -87.62115635873056)
2349182-20140725	2349182	381499	17	DINKY DONUTS, INC.	Dinky Donuts, Inc.	2400 N LINCOLN AVE	CHICAGO	IL	60614	43	56	43-56	19	1329	Special Event Food	814	Special Event Food	2349182	ISSUE	07/25/2014	07/25/2014	07/25/2014	N	07/25/2014	07/27/2014	07/25/2014	07/25/2014	AAI		35	41.925435975	-87.648950989	(41.925435975228986, -87.64895098851831)
2385998-20151116	2385998	369504	9	COFFEE HOUSE HOLDINGS, INC.	STARBUCKS COFFEE #7948	2730 N NARRAGANSETT AVE 1ST	CHICAGO	IL	60639	36	52	36-52	25	1006	Retail Food Establishment	781	Sale of Food Prepared Onsite With Dining Area	2385998	ISSUE	03/09/2015	09/22/2015	10/06/2015	N	11/16/2015	05/15/2016	11/16/2015	11/16/2015	AAI			41.930110626	-87.785823503	(41.93011062600186, -87.78582350333859)
19578-20081016	1924495	85780	1	DUNKIN DONUTS	DUNKIN DONUTS INC	6970 N CLARK ST	CHICAGO	IL	60626	49	18	49-18	24	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	19578	RENEW		08/15/2008	11/03/2008	N	10/16/2008	10/15/2010	11/03/2008	11/04/2008	AAI		24	42.008625626	-87.674027147	(42.008625626188724, -87.67402714662754)
1574657-20160916	2479682	286760	1	POLK TRANSIT FOOD SERVICES	DUNKIN DONUTS	1713 W POLK ST	CHICAGO	IL	60612	27	42	27-42	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1574657	RENEW		07/15/2016	08/08/2016	N	09/16/2016	09/15/2018	08/08/2016	08/09/2016	AAI			41.871466924	-87.66973629	(41.87146692435432, -87.66973628969465)
1820926-20070710	1820926	313298	2	HAPPYTUSE ENTERPRISES INC.	DUNKIN DONUTS	500 W MADISON ST 1ST	CHICAGO	IL	60661	42	21	42-21	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1820926	ISSUE	05/15/2007	05/31/2007	05/31/2007	N	07/10/2007	05/15/2009	07/09/2007	07/10/2007	AAI			41.881994338	-87.639758685	(41.88199433820508, -87.6397586848809)
1943362-20090115	1943362	339305	1	STAR FOOD SERVICES, INC.	STAR DUNKIN DONUTS	2805 W DIVISION ST	CHICAGO	IL	60622	26	27	26-27	12	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1943362	ISSUE	12/05/2008	12/11/2008	12/11/2008	N	01/15/2009	11/15/2010	01/14/2009	01/15/2009	AAI			41.90281333	-87.697128814	(41.90281332978524, -87.69712881362462)
11199-20060816	1720100	5263	1	TEN REN TEA & GINSENG CO OF CH	TEN REN TEA & GINSENG CO OF CH	2247 S WENTWORTH AVE  1	CHICAGO	IL	60616	25	14	25-14	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	11199	RENEW		06/21/2006	08/14/2006	N	08/16/2006	08/15/2007	08/14/2006	08/15/2006	AAI			41.851540996	-87.631836057	(41.85154099613448, -87.63183605739881)
1741040-20060912	1741040	308007	1	SHAMERAN E. SARKIS	DONUT 38	2318 1/2 W DEVON AVE 1	CHICAGO	IL	60659	50	22	50-22	24	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	1741040	ISSUE	08/11/2006	08/11/2006	08/11/2006	N	09/12/2006	02/15/2007	09/11/2006	09/12/2006	AAI		43	41.997866789	-87.688268989	(41.99786678930523, -87.68826898937766)
1619043-20051116	1644687	294359	1	JOHN M BOZICH	DUNKIN DONUTS	150 W 63RD ST	CHICAGO	IL	60621	20	11	20-11	3	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1619043	RENEW		09/22/2005	10/26/2005	N	11/16/2005	11/15/2006	10/26/2005	10/27/2005	AAI			41.780102898	-87.629718867	(41.780102897969904, -87.62971886730391)
1352802-20041116	1538239	261618	1	ELAINE AND ELI ARGAMASO	BIG E'S COFFEE LOUNGE	5131 N DAMEN AVE	CHICAGO	IL	60625	40	11	40-11	20	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1352802	RENEW		09/27/2004	11/15/2004	N	11/16/2004	11/15/2005	11/15/2004	11/16/2004	AAI			41.975716732	-87.679245808	(41.97571673235794, -87.67924580841124)
1913873-20121016	2182318	332880	1	DIYA PARTNERS, INC.	DUNKIN DONUTS	150 W 63RD ST 1ST	CHICAGO	IL	60621	20	11	20-11	3	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1913873	RENEW		08/15/2012	09/21/2012	N	10/16/2012	10/15/2014	09/21/2012	09/24/2012	AAI			41.780102898	-87.629718867	(41.780102897969904, -87.62971886730391)
11199-20030816	1359424	5263	1	TEN REN TEA & GINSENG CO OF CH	TEN REN TEA & GINSENG CO OF CH	2247 S WENTWORTH AVE  1	CHICAGO	IL	60616	25	14	25-14	9	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	11199	RENEW		06/24/2003	08/13/2003	N	08/16/2003	08/15/2004	08/13/2003	08/14/2003	AAI			41.851540996	-87.631836057	(41.85154099613448, -87.63183605739881)
23023-20050516	1586465	63414	8	STARBUCKS CORPORATION	STARBUCKS COFFEE #203	150 N WACKER DR 1ST	CHICAGO	IL	60606	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23023	RENEW		03/23/2005	04/21/2005	N	05/16/2005	05/15/2006	04/21/2005	04/22/2005	AAI			41.884525461	-87.637216392	(41.88452546095621, -87.63721639247488)
1193603-20050216	1551153	14317	3	LONGO & SIEFER INC	COFFEE & TEA EXCHANGE	4880 W GRAND AVE	CHICAGO	IL	60639	36	40	36-40	25	1007	Wholesale Food Establishment	864	Wholesale Food Sales	1193603	RENEW		12/20/2004	02/16/2005	N	02/16/2005	02/15/2006	02/16/2005	02/17/2005	AAI			41.915176904	-87.748872621	(41.91517690434849, -87.74887262050878)
1140203-20030816	1369802	63414	76	STARBUCKS CORPORATION	STARBUCKS COFFEE #2492	2543 N CALIFORNIA AVE	CHICAGO	IL	60647	32	12	32-12	14	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1140203	RENEW		06/24/2003	08/21/2003	N	08/16/2003	08/15/2004	08/22/2003	11/19/2003	AAI			41.927896171	-87.697356799	(41.927896171181466, -87.69735679904315)
23053-20090416	1956343	63414	22	STARBUCKS CORPORATION	STARBUCKS COFFEE #2201	1023  -01025 W ADDISON ST  1ST	CHICAGO	IL	60613	44	31	44-31	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23053	RENEW		02/17/2009	03/20/2009	N	04/16/2009	04/15/2011	03/20/2009	03/25/2009	AAI		17	41.94711896	-87.655302451	(41.947118959575704, -87.65530245115706)
23057-20090416	1956348	63414	24	STARBUCKS CORPORATION	STARBUCKS COFFEE #2218	1000  -01002 W DIVERSEY PKWY  C-102	CHICAGO	IL	60614	44	40	44-40	19	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23057	RENEW		02/17/2009	03/20/2009	N	04/16/2009	04/15/2011	03/20/2009	03/25/2009	AAI		17	41.932746527	-87.653928731	(41.93274652745159, -87.65392873099422)
23063-20110416	2081229	63414	27	STARBUCKS CORPORATION	STARBUCKS COFFEE #225	40 W LAKE ST 1ST	CHICAGO	IL	60601	42	9	42-9	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23063	RENEW		02/15/2011	03/28/2011	N	04/16/2011	04/15/2013	03/28/2011	04/07/2011	AAI		1	41.885855996	-87.629421739	(41.88585599581413, -87.6294217392213)
23011-20020516	1240339	63414	2	STARBUCKS CORPORATION	STARBUCKS COFFEE #221	400 W MADISON ST  TWO N	CHICAGO	IL	60606	42	21	42-21	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	23011	RENEW		03/27/2002	05/10/2002	N	05/16/2002	05/15/2003	05/10/2002	05/14/2002	AAI			41.882007859	-87.638245404	(41.882007858778465, -87.63824540361531)
1986419-20140516	2318450	346151	1	COMBOO ENTERPRISES INC	DUNKIN DONUTS	626 S CLARK ST 1 1	CHICAGO	IL	60605	4	1	4-1	1	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	1986419	RENEW		03/15/2014	06/05/2014	N	05/16/2014	05/15/2016	06/05/2014	06/06/2014	AAI			41.873996794	-87.630805503	(41.87399679425393, -87.63080550326386)
2055613-20121016	2182899	356540	1	BROTHERS COFFEE SHOP, INC.	BROTHERS COFFEE SHOP INC	4720 N KEDZIE AVE 1ST	CHICAGO	IL	60625	33	26	33-26	17	1781	Tobacco Retail Over Counter	763	Retail Sale of Tobacco	2055613	RENEW		08/15/2012	10/10/2012	N	10/16/2012	10/15/2014	10/10/2012	01/14/2013	AAI		60	41.967283023	-87.708583207	(41.96728302315077, -87.70858320665874)
15913-20051116	1633440	63149	2	F & K ENTERPRISES, INC	DONUT DOCTOR & EDY'S ICE CREAM	3342 W LAWRENCE AVE 1ST	CHICAGO	IL	60625	33	22	33-22	17	1006	Retail Food Establishment	775	Retail Sales of Perishable Foods	15913	RENEW		09/22/2005	11/10/2005	N	11/16/2005	11/15/2006	11/10/2005	11/14/2005	AAI		60	41.968518498	-87.712631657	(41.968518497633795, -87.71263165748292)
